Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL GBP,Return %,Commission GBP,Favorable excursion GBP,Favorable excursion %,Adverse excursion GBP,Adverse excursion %,Cumulative PnL GBP,Cumulative PnL %,Duration (bars)
286,Exit short,29/07/2026 00:45,Long 15M,196.91,1,196.48,-0.32,-0.22,0,1.11,0.75,-0.34,-0.23,44.88,4.49,4
286,Entry short,28/07/2026 23:45,Short 15M,196.48,1,196.48,-0.32,-0.22,0,1.11,0.75,-0.34,-0.23,44.88,4.49,4
287,Exit long,29/07/2026 09:00,Exit Long 15M,195.97,1,196.91,-0.71,-0.48,0,0.61,0.41,-0.71,-0.48,44.17,4.42,1
287,Entry long,29/07/2026 00:45,Long 15M,196.91,1,196.91,-0.71,-0.48,0,0.61,0.41,-0.71,-0.48,44.17,4.42,1
288,Exit short,29/07/2026 10:00,Exit Short 15M,196.98,1,195.72,-0.95,-0.64,0,0.17,0.11,-0.95,-0.64,43.23,4.32,3
288,Entry short,29/07/2026 09:15,Short 15M,195.72,1,195.72,-0.95,-0.64,0,0.17,0.11,-0.95,-0.64,43.23,4.32,3
289,Exit long,29/07/2026 11:45,Exit Long 15M,197.11,1,197.8,-0.52,-0.35,0,0.36,0.24,-0.52,-0.35,42.71,4.27,4
289,Entry long,29/07/2026 10:45,Long 15M,197.8,1,197.8,-0.52,-0.35,0,0.36,0.24,-0.52,-0.35,42.71,4.27,4
290,Exit short,29/07/2026 13:45,Exit Short 15M,197.05,1,196.36,-0.52,-0.35,0,0.08,0.06,-0.52,-0.35,42.19,4.22,1
290,Entry short,29/07/2026 13:30,Short 15M,196.36,1,196.36,-0.52,-0.35,0,0.08,0.06,-0.52,-0.35,42.19,4.22,1
291,Exit long,29/07/2026 20:15,Exit Long 15M,193.82,1,195.45,-1.23,-0.83,0,0.66,0.45,-1.23,-0.83,40.96,4.1,2
291,Entry long,29/07/2026 19:45,Long 15M,195.45,1,195.45,-1.23,-0.83,0,0.66,0.45,-1.23,-0.83,40.96,4.1,2
292,Exit short,29/07/2026 22:45,Exit Short 15M,189.12,1,193.44,3.25,2.23,0,3.43,2.36,-0.24,-0.17,44.21,4.42,9
292,Entry short,29/07/2026 20:30,Short 15M,193.44,1,193.44,3.25,2.23,0,3.43,2.36,-0.24,-0.17,44.21,4.42,9
293,Exit short,30/07/2026 15:00,Long 15M,195.53,1,192.41,-2.34,-1.62,0,0.01,0.01,-2.39,-1.66,41.88,4.19,1
293,Entry short,30/07/2026 14:45,Short 15M,192.41,1,192.41,-2.34,-1.62,0,0.01,0.01,-2.39,-1.66,41.88,4.19,1
294,Exit long,30/07/2026 16:30,Exit Long 15M,193.43,1,195.53,-1.57,-1.07,0,1.28,0.87,-1.57,-1.07,40.31,4.03,6
294,Entry long,30/07/2026 15:00,Long 15M,195.53,1,195.53,-1.57,-1.07,0,1.28,0.87,-1.57,-1.07,40.31,4.03,6
295,Exit long,31/07/2026 00:30,Exit Long 15M,196.48,1,194.58,1.41,0.98,0,1.65,1.13,-0.43,-0.3,41.72,4.17,17
295,Entry long,30/07/2026 20:15,Long 15M,194.58,1,194.58,1.41,0.98,0,1.65,1.13,-0.43,-0.3,41.72,4.17,17
296,Exit long,31/07/2026 14:45,Exit Long 15M,197.32,1,198.53,-0.9,-0.61,0,1.15,0.78,-1.05,-0.72,40.82,4.08,1
296,Entry long,31/07/2026 14:30,Long 15M,198.53,1,198.53,-0.9,-0.61,0,1.15,0.78,-1.05,-0.72,40.82,4.08,1
297,Exit short,31/07/2026 15:30,Exit Short 15M,197.34,1,195.42,-1.43,-0.98,0,0.27,0.18,-1.43,-0.98,39.39,3.94,1
297,Entry short,31/07/2026 15:15,Short 15M,195.42,1,195.42,-1.43,-0.98,0,0.27,0.18,-1.43,-0.98,39.39,3.94,1
298,Exit long,03/08/2026 09:00,Exit Long 15M,202,1,198.72,2.43,1.65,0,2.44,1.65,-0.33,-0.22,41.83,4.18,27
298,Entry long,31/07/2026 18:15,Long 15M,198.72,1,198.72,2.43,1.65,0,2.44,1.65,-0.33,-0.22,41.83,4.18,27
299,Exit long,03/08/2026 09:30,Exit Long 15M,199.97,1,200.85,-0.65,-0.44,0,0.01,0,-0.88,-0.59,41.17,4.12,1
299,Entry long,03/08/2026 09:15,Long 15M,200.85,1,200.85,-0.65,-0.44,0,0.01,0,-0.88,-0.59,41.17,4.12,1
300,Exit long,03/08/2026 17:15,Exit Long 15M,207.12,1,202.25,3.61,2.41,0,3.82,2.55,-0.54,-0.36,44.79,4.48,9
300,Entry long,03/08/2026 15:00,Long 15M,202.25,1,202.25,3.61,2.41,0,3.82,2.55,-0.54,-0.36,44.79,4.48,9
301,Exit long,04/08/2026 09:45,Exit Long 15M,207.97,1,208.56,-0.44,-0.28,0,0.1,0.07,-0.44,-0.28,44.35,4.43,2
301,Entry long,04/08/2026 09:15,Long 15M,208.56,1,208.56,-0.44,-0.28,0,0.1,0.07,-0.44,-0.28,44.35,4.43,2
302,Exit long,04/08/2026 21:00,Exit Long 15M,211.64,1,212.56,-0.69,-0.43,0,0.37,0.24,-0.69,-0.43,43.66,4.37,6
302,Entry long,04/08/2026 19:30,Long 15M,212.56,1,212.56,-0.69,-0.43,0,0.37,0.24,-0.69,-0.43,43.66,4.37,6
303,Exit long,05/08/2026 09:00,Exit Long 15M,216.94,1,213.76,2.36,1.49,0,2.48,1.56,-0.34,-0.22,46.02,4.6,12
303,Entry long,04/08/2026 22:00,Long 15M,213.76,1,213.76,2.36,1.49,0,2.48,1.56,-0.34,-0.22,46.02,4.6,12
304,Exit long,05/08/2026 18:00,Exit Long 15M,221.34,1,216.87,3.32,2.06,0,3.97,2.46,-0.35,-0.22,49.35,4.93,14
304,Entry long,05/08/2026 14:30,Long 15M,216.87,1,216.87,3.32,2.06,0,3.97,2.46,-0.35,-0.22,49.35,4.93,14
305,Exit long,06/08/2026 09:00,Exit Long 15M,219.4,1,220.75,-1,-0.61,0,0.29,0.18,-1,-0.61,48.35,4.83,5
305,Entry long,05/08/2026 23:45,Long 15M,220.75,1,220.75,-1,-0.61,0,0.29,0.18,-1,-0.61,48.35,4.83,5
306,Exit short,06/08/2026 09:30,Exit Short 15M,219.43,1,218.56,-0.65,-0.4,0,0.08,0.05,-0.73,-0.45,47.7,4.77,1
306,Entry short,06/08/2026 09:15,Short 15M,218.56,1,218.56,-0.65,-0.4,0,0.08,0.05,-0.73,-0.45,47.7,4.77,1
307,Exit long,06/08/2026 15:30,Short 15M,219.8,1,220.7,-0.67,-0.41,0,2.18,1.33,-1.02,-0.62,47.03,4.7,12
307,Entry long,06/08/2026 12:30,Long 15M,220.7,1,220.7,-0.67,-0.41,0,2.18,1.33,-1.02,-0.62,47.03,4.7,12
308,Exit short,06/08/2026 19:15,Exit Short 15M,220.75,1,219.8,-0.71,-0.43,0,1.88,1.15,-0.71,-0.43,46.33,4.63,15
308,Entry short,06/08/2026 15:30,Short 15M,219.8,1,219.8,-0.71,-0.43,0,1.88,1.15,-0.71,-0.43,46.33,4.63,15
309,Exit long,06/08/2026 20:45,Exit Long 15M,219.34,1,220.41,-0.79,-0.49,0,0.03,0.02,-0.79,-0.49,45.53,4.55,5
309,Entry long,06/08/2026 19:30,Long 15M,220.41,1,220.41,-0.79,-0.49,0,0.03,0.02,-0.79,-0.49,45.53,4.55,5
310,Exit short,07/08/2026 12:15,Exit Short 15M,219.81,1,219.39,-0.31,-0.19,0,0.06,0.04,-0.38,-0.23,45.22,4.52,1
310,Entry short,07/08/2026 12:00,Short 15M,219.39,1,219.39,-0.31,-0.19,0,0.06,0.04,-0.38,-0.23,45.22,4.52,1
311,Exit long,07/08/2026 12:45,Exit Long 15M,219.84,1,220.3,-0.34,-0.21,0,0.22,0.14,-0.34,-0.21,44.88,4.49,1
311,Entry long,07/08/2026 12:30,Long 15M,220.3,1,220.3,-0.34,-0.21,0,0.22,0.14,-0.34,-0.21,44.88,4.49,1
312,Exit short,11/08/2026 09:45,Exit Short 15M,218.93,1,218.44,-0.36,-0.22,0,0.09,0.05,-0.5,-0.31,44.52,4.45,3
312,Entry short,11/08/2026 09:00,Short 15M,218.44,1,218.44,-0.36,-0.22,0,0.09,0.05,-0.5,-0.31,44.52,4.45,3
313,Exit long,12/08/2026 17:45,Exit Long 15M,223.83,1,220.46,2.49,1.53,0,3.43,2.1,-0.28,-0.17,47.01,4.7,16
313,Entry long,12/08/2026 13:45,Long 15M,220.46,1,220.46,2.49,1.53,0,3.43,2.1,-0.28,-0.17,47.01,4.7,16
314,Exit long,12/08/2026 21:15,Exit Long 15M,223.17,1,224.14,-0.72,-0.43,0,0.17,0.1,-0.72,-0.43,46.29,4.63,1
314,Entry long,12/08/2026 21:00,Long 15M,224.14,1,224.14,-0.72,-0.43,0,0.17,0.1,-0.72,-0.43,46.29,4.63,1
315,Exit long,13/08/2026 14:30,Exit Long 15M,226.81,1,224.62,1.62,0.97,0,1.62,0.97,-0.36,-0.21,47.91,4.79,1
315,Entry long,13/08/2026 14:15,Long 15M,224.62,1,224.62,1.62,0.97,0,1.62,0.97,-0.36,-0.21,47.91,4.79,1
316,Exit long,14/08/2026 13:00,Exit Long 15M,225.41,1,225.8,-0.29,-0.17,0,0.45,0.27,-0.29,-0.17,47.63,4.76,11
316,Entry long,14/08/2026 10:15,Long 15M,225.8,1,225.8,-0.29,-0.17,0,0.45,0.27,-0.29,-0.17,47.63,4.76,11
317,Exit long,14/08/2026 14:45,Exit Long 15M,225.71,1,226.8,-0.81,-0.48,0,0.51,0.3,-1.33,-0.79,46.82,4.68,1
317,Entry long,14/08/2026 14:30,Long 15M,226.8,1,226.8,-0.81,-0.48,0,0.51,0.3,-1.33,-0.79,46.82,4.68,1
318,Exit long,17/08/2026 14:15,Exit Long 15M,225.67,1,226.17,-0.37,-0.22,0,0.69,0.41,-0.37,-0.22,46.45,4.64,20
318,Entry long,17/08/2026 09:15,Long 15M,226.17,1,226.17,-0.37,-0.22,0,0.69,0.41,-0.37,-0.22,46.45,4.64,20
319,Exit long,17/08/2026 18:00,Exit Long 15M,226.66,1,227.46,-0.59,-0.35,0,0.34,0.2,-0.59,-0.35,45.86,4.59,6
319,Entry long,17/08/2026 16:30,Long 15M,227.46,1,227.46,-0.59,-0.35,0,0.34,0.2,-0.59,-0.35,45.86,4.59,6
320,Exit short,17/08/2026 23:00,Exit Short 15M,225.03,1,225.7,0.49,0.3,0,0.62,0.37,-0.23,-0.14,46.35,4.64,15
320,Entry short,17/08/2026 19:15,Short 15M,225.7,1,225.7,0.49,0.3,0,0.62,0.37,-0.23,-0.14,46.35,4.64,15
321,Exit long,19/08/2026 09:30,Exit Long 15M,220.48,1,221.1,-0.46,-0.28,0,0.01,0,-0.46,-0.28,45.89,4.59,1
321,Entry long,19/08/2026 09:15,Long 15M,221.1,1,221.1,-0.46,-0.28,0,0.01,0,-0.46,-0.28,45.89,4.59,1
322,Exit short,19/08/2026 13:00,Exit Short 15M,220.22,1,219.6,-0.46,-0.28,0,0.07,0.05,-0.46,-0.28,45.44,4.54,1
322,Entry short,19/08/2026 12:45,Short 15M,219.6,1,219.6,-0.46,-0.28,0,0.07,0.05,-0.46,-0.28,45.44,4.54,1
323,Exit long,19/08/2026 14:30,Exit Long 15M,220.01,1,220.95,-0.69,-0.43,0,1.42,0.87,-0.69,-0.43,44.74,4.47,3
323,Entry long,19/08/2026 13:45,Long 15M,220.95,1,220.95,-0.69,-0.43,0,1.42,0.87,-0.69,-0.43,44.74,4.47,3
324,Exit short,19/08/2026 17:15,Long 15M,220.13,1,219.99,-0.1,-0.06,0,2.39,1.47,-0.49,-0.3,44.64,4.46,10
324,Entry short,19/08/2026 14:45,Short 15M,219.99,1,219.99,-0.1,-0.06,0,2.39,1.47,-0.49,-0.3,44.64,4.46,10
325,Exit long,19/08/2026 17:45,Exit Long 15M,219.12,1,220.13,-0.75,-0.46,0,0.15,0.09,-0.76,-0.47,43.89,4.39,2
325,Entry long,19/08/2026 17:15,Long 15M,220.13,1,220.13,-0.75,-0.46,0,0.15,0.09,-0.76,-0.47,43.89,4.39,2
326,Exit short,19/08/2026 22:45,Exit Short 15M,218.21,1,217.68,-0.39,-0.24,0,0.13,0.08,-0.49,-0.3,43.5,4.35,7
326,Entry short,19/08/2026 21:00,Short 15M,217.68,1,217.68,-0.39,-0.24,0,0.13,0.08,-0.49,-0.3,43.5,4.35,7
327,Exit short,20/08/2026 11:30,Exit Short 15M,218.64,1,218.22,-0.31,-0.19,0,0.24,0.15,-0.31,-0.19,43.19,4.32,8
327,Entry short,20/08/2026 09:30,Short 15M,218.22,1,218.22,-0.31,-0.19,0,0.24,0.15,-0.31,-0.19,43.19,4.32,8
328,Exit short,20/08/2026 14:30,Exit Short 15M,218.86,1,218.05,-0.6,-0.37,0,1.18,0.74,-0.6,-0.37,42.6,4.26,8
328,Entry short,20/08/2026 12:30,Short 15M,218.05,1,218.05,-0.6,-0.37,0,1.18,0.74,-0.6,-0.37,42.6,4.26,8
329,Exit short,20/08/2026 17:45,Exit Short 15M,217.85,1,216.8,-0.77,-0.48,0,0.84,0.53,-0.77,-0.48,41.82,4.18,5
329,Entry short,20/08/2026 16:30,Short 15M,216.8,1,216.8,-0.77,-0.48,0,0.84,0.53,-0.77,-0.48,41.82,4.18,5
